"Step","algo: CAPQL - eval/hypervolume","algo: CAPQL - eval/hypervolume__MIN","algo: CAPQL - eval/hypervolume__MAX","algo: PGMORL - eval/hypervolume","algo: PGMORL - eval/hypervolume__MIN","algo: PGMORL - eval/hypervolume__MAX"
"42713","101885.84295369417","72328.97698491355","119053.26466192854","","",""
"42779","","","","29703.244356194366","29703.244356194366","29703.244356194366"
"42814","102085.53410308443","77284.5237077866","116145.47427329114","","",""
"42915","102897.16617462393","76965.35172982974","116087.99299890385","","",""
"43016","102630.42866173633","76381.42294187928","119143.90817442565","","",""
"43117","103393.55810636985","78619.16818736147","116900.91006584172","","",""
"43218","102418.05450857391","75335.59082853553","118239.89371082728","","",""
"43319","101761.9829220078","74665.36084047655","116868.73940878327","","",""
"43420","101155.60840374243","75260.98854538216","115756.51244891144","","",""
"43521","100783.95547862387","74380.55285906747","118036.18833110805","","",""
"43622","102746.89935925147","75149.50080294833","118057.78124710725","","",""
"43723","99668.41804036823","72781.15708997475","118510.72781628375","","",""
"43824","76623.49445687105","39011.634087783925","117019.11649337944","","",""
"43925","78605.93650559724","42247.75698630795","120979.45568718931","","",""
"44026","74120.30145019744","29679.099368921714","118351.56699963185","","",""
"44127","77261.8742202716","37351.037447350165","120505.85904115933","","",""
"44228","77372.69251310211","38952.336295344445","118484.64485761138","","",""
"44329","83772.34329548808","56062.50278465397","118240.93408230954","","",""
"44430","76514.34451746079","37802.89436334789","117688.05825035236","","",""
"44531","95010.6069830575","74684.75622190163","119459.05092825572","","",""
"44632","87560.56041648565","66861.4277670141","119383.56548236083","","",""
"44733","100230.86844795725","82147.3914348379","118314.3454610766","","",""
"44834","106419.24677452832","92727.76248362393","120110.73106543272","","",""
"44935","114921.18726821845","111339.45406838565","118502.92046805125","","",""
"45036","116625.93204490378","113516.14123930995","119735.72285049762","","",""
"45137","113044.5306905992","109227.09430262492","116861.9670785735","","",""
"45139","","","","35358.87067006281","35358.87067006281","35358.87067006281"
"45185","","","","31250.815804529982","31250.815804529982","31250.815804529982"
"45209","","","","32156.822625604516","32156.822625604516","32156.822625604516"
"45238","107839.407820063","97438.57865321156","118240.23698691446","","",""
"45339","103920.16831079876","90060.92884227204","117779.40777932547","","",""
"45440","107324.18055948851","95766.59129565688","118881.76982332012","","",""
"45541","109205.89500662961","98691.01820939234","119720.77180386687","","",""
"45642","106768.89399136322","94531.35135559851","119006.43662712793","","",""
"45743","109335.46507000414","98264.29882738813","120406.63131262014","","",""
"45844","111614.40422885369","102696.4735520116","120532.33490569578","","",""
"45945","113194.77654381786","105919.88541606514","120469.6676715706","","",""
"46046","111755.53356698525","102383.25207655194","121127.81505741856","","",""
"46147","109251.99189901126","105261.30791602665","113242.67588199588","","",""
"46248","111798.74193158025","102357.32906570978","121240.15479745073","","",""
"46349","114767.05674771426","107507.5051955696","122026.60829985891","","",""
"46450","113673.01704454995","103390.48932631503","123955.54476278488","","",""
"46551","112234.23019573887","104985.25749720144","119483.2028942763","","",""
"46652","113125.70491627834","102299.56613667426","123951.84369588243","","",""
"46753","112340.89118029803","105021.15637885765","119660.62598173841","","",""
"46854","111666.882961292","103485.61245385985","119848.15346872414","","",""
"46955","111078.70330531393","104273.3094933407","117884.09711728717","","",""
"47056","110164.9742658718","101690.09081409733","118639.85771764629","","",""
"47157","112355.52187493363","106566.37436677243","118144.66938309484","","",""
"47258","110136.24622968002","102956.4158717568","117316.07658760322","","",""
"47359","107942.38563709629","99560.66375788258","116324.10751631","","",""
"47460","107859.16520104896","99525.65492530132","116192.6754767966","","",""
"47537","","","","32156.822625604516","32156.822625604516","32156.822625604516"
"47561","107144.42583928618","95822.43730216897","118466.41437640341","","",""
"47662","104937.61360379492","94818.62060590231","115056.60660168753","","",""
"47763","111488.49810667685","101556.31662730114","121420.67958605255","","",""
"47864","111952.68510474588","104594.46728618906","119310.9029233027","","",""
"47965","111113.7608382933","103947.66970159223","118279.85197499438","","",""
"48066","107888.24069683524","100964.40870146659","114812.07269220389","","",""
"48167","113120.3975358614","107234.21945842907","119006.57561329372","","",""
"48193","","","","31941.11448492538","31941.11448492538","31941.11448492538"
"48268","108790.74357220583","103423.63847944637","114157.84866496528","","",""
"48369","110100.99901150528","104783.925226637","115418.07279637357","","",""
"48423","","","","35460.775443623774","35460.775443623774","35460.775443623774"
"48470","113528.29871835219","108380.81368927167","118675.7837474327","","",""
"48571","116367.65556489874","114286.94539832215","118448.36573147532","","",""
"48672","108363.70666211596","102737.34159712368","113990.07172710822","","",""
"48773","111684.68206616706","105255.80905673692","118113.5550755972","","",""
"48874","112384.40702271699","109386.76120194598","115382.052843488","","",""
"48975","112581.69031025888","107576.63611039825","117586.7445101195","","",""
"49076","116061.96098083255","114666.09863140262","117457.82333026247","","",""
"49177","111481.81481915916","103725.57881583077","119238.05082248757","","",""
"49278","113090.91600992391","110861.32591766084","115320.50610218696","","",""
"49379","116326.11750112104","113669.6096300071","118982.62537223501","","",""
"49480","117394.491033409","115398.36024671291","119390.6218201051","","",""
"49581","115329.18654202225","111525.93610995449","119132.43697409001","","",""
"49682","112749.45578849685","110742.85289692039","114756.05868007333","","",""
"49783","114862.18095100946","114687.474658341","115036.88724367792","","",""
"49875","","","","34106.030149865386","34106.030149865386","34106.030149865386"
"49884","114520.87505992301","113921.63361047459","115120.11650937144","","",""
"49985","111657.64847221383","107411.91645630258","115903.38048812505","","",""
"50086","111058.62430004867","106174.5989224782","115942.64967761915","","",""
"50187","108762.66101248932","103304.68232618352","114220.63969879512","","",""
"50288","114505.29396589583","111618.22876772647","117392.35916406522","","",""
"50389","115013.16555199353","114180.25744539469","115846.07365859239","","",""
"50490","113721.82479194166","110973.7879969455","116469.86158693783","","",""
"51843","","","","31962.85531205383","31962.85531205383","31962.85531205383"
"52179","","","","34698.193211667196","34698.193211667196","34698.193211667196"
"52809","","","","37170.08233731197","37170.08233731197","37170.08233731197"
"54731","","","","35186.340875451104","35186.340875451104","35186.340875451104"
"56123","","","","32097.74568731179","32097.74568731179","32097.74568731179"
"56141","","","","50348.7051191417","50348.7051191417","50348.7051191417"
"57135","","","","35186.340875451104","35186.340875451104","35186.340875451104"
"58997","","","","58292.3628365883","58292.3628365883","58292.3628365883"
"59605","","","","35239.851968215895","35239.851968215895","35239.851968215895"
"59719","","","","32153.676410635162","32153.676410635162","32153.676410635162"
"61909","","","","58916.31380048645","58916.31380048645","58916.31380048645"
"62145","","","","35515.913626279566","35515.913626279566","35515.913626279566"
"64213","","","","32156.857393651546","32156.857393651546","32156.857393651546"
"64559","","","","53380.027607955504","53380.027607955504","53380.027607955504"
"64595","","","","58998.10893047417","58998.10893047417","58998.10893047417"
"67029","","","","53380.027607955504","53380.027607955504","53380.027607955504"
"67337","","","","62842.159500600006","62842.159500600006","62842.159500600006"
"68605","","","","32209.059861645095","32209.059861645095","32209.059861645095"
"69361","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"70083","","","","62842.159500600006","62842.159500600006","62842.159500600006"
"71715","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"72057","","","","32269.623736252477","32269.623736252477","32269.623736252477"
"72991","","","","62849.2087390873","62849.2087390873","62849.2087390873"
"74031","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"75515","","","","32686.010853530177","32686.010853530177","32686.010853530177"
"75749","","","","62849.2087390873","62849.2087390873","62849.2087390873"
"76307","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"78619","","","","62849.2087390873","62849.2087390873","62849.2087390873"
"78679","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"78757","","","","32689.395662861738","32689.395662861738","32689.395662861738"
"81199","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"81373","","","","62903.7795801855","62903.7795801855","62903.7795801855"
"82973","","","","33662.50027221342","33662.50027221342","33662.50027221342"
"84053","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"84391","","","","62903.7795801855","62903.7795801855","62903.7795801855"
"86367","","","","35563.39639275585","35563.39639275585","35563.39639275585"
"87211","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"87589","","","","62903.7795801855","62903.7795801855","62903.7795801855"
"89607","","","","36722.338944199386","36722.338944199386","36722.338944199386"
"90531","","","","63513.41736237985","63513.41736237985","63513.41736237985"
"90641","","","","60593.367612922564","60593.367612922564","60593.367612922564"
"93221","","","","39284.16835120652","39284.16835120652","39284.16835120652"
"93533","","","","63573.86509492214","63573.86509492214","63573.86509492214"
"94385","","","","61705.79501288035","61705.79501288035","61705.79501288035"
"96357","","","","63573.86509492214","63573.86509492214","63573.86509492214"
"96825","","","","39340.18564980892","39340.18564980892","39340.18564980892"
"98101","","","","61705.79501288035","61705.79501288035","61705.79501288035"
"99241","","","","63573.86509492214","63573.86509492214","63573.86509492214"
"100111","","","","39433.175602102405","39433.175602102405","39433.175602102405"
"101913","","","","61705.79501288035","61705.79501288035","61705.79501288035"
"102301","","","","63611.57062334545","63611.57062334545","63611.57062334545"
"102777","","","","39485.01341534407","39485.01341534407","39485.01341534407"
"105297","","","","63932.06491529302","63932.06491529302","63932.06491529302"
"105473","","","","39535.23855193231","39535.23855193231","39535.23855193231"
"105759","","","","61705.79501288035","61705.79501288035","61705.79501288035"
"108193","","","","39615.65003057759","39615.65003057759","39615.65003057759"
"108401","","","","64451.464210384336","64451.464210384336","64451.464210384336"
"109413","","","","61713.24158658658","61713.24158658658","61713.24158658658"
"110857","","","","39880.83739937278","39880.83739937278","39880.83739937278"
"111549","","","","64451.464210384336","64451.464210384336","64451.464210384336"
"113589","","","","42130.958335514864","42130.958335514864","42130.958335514864"
"114019","","","","61835.05608449306","61835.05608449306","61835.05608449306"
"114665","","","","64451.464210384336","64451.464210384336","64451.464210384336"
"116301","","","","46278.33368720929","46278.33368720929","46278.33368720929"
"117773","","","","64453.10090234042","64453.10090234042","64453.10090234042"
"118859","","","","52671.40870890836","52671.40870890836","52671.40870890836"
"120853","","","","64533.03097725105","64533.03097725105","64533.03097725105"
"121201","","","","55357.58940526727","55357.58940526727","55357.58940526727"
"123729","","","","55357.58940526727","55357.58940526727","55357.58940526727"
