"global_step","algo: CAPQL - _step","algo: CAPQL - _step__MIN","algo: CAPQL - _step__MAX","algo: CAPQL - eval/eum","algo: CAPQL - eval/eum__MIN","algo: CAPQL - eval/eum__MAX"
"280000","2818","2818","2818","187.21298847900104","167.72771249221623","213.90264074657938"
"290000","2919","2919","2919","187.44603164734644","153.01433257868175","214.50466192942224"
"300000","3020","3020","3020","179.5104290181783","141.47426157853613","210.92041244603007"
"310000","3121","3121","3121","182.78403989200083","139.02835018908235","215.53227221027944"
"320000","3222","3222","3222","184.0063095546826","144.62970323800266","216.94415861093728"
"330000","3323","3323","3323","185.90347488769024","151.20031322960105","213.52712228841077"
"340000","3424","3424","3424","188.9203116477862","151.67772856731008","217.36666614467399"
"350000","3525","3525","3525","185.37352792105307","148.33109831971893","212.65770677899715"
"360000","3626","3626","3626","185.05674161969912","150.87174078729709","211.86391998898125"
"370000","3727","3727","3727","187.35162211506034","147.66549043926838","215.8163686697361"
"380000","3828","3828","3828","188.34652454264435","157.86147037905872","215.86057299401094"
"390000","3929","3929","3929","185.99333769465224","144.15084923267864","213.6841040435549"
"400000","4030","4030","4030","186.2604206086448","152.5186993514712","216.36969935021233"
"410000","4131","4131","4131","188.9559715825745","153.6206620989458","215.3017187006453"
"420000","4232","4232","4232","187.8684756024218","150.37403094315746","212.53832840575203"
"430000","4333","4333","4333","186.77384011221136","147.1488544057264","217.61668414904648"
"440000","4434","4434","4434","190.2238024059989","147.86604601873935","219.52650251521493"
"450000","4535","4535","4535","188.68921734625556","149.0441115952844","217.90630028922453"
"460000","4636","4636","4636","190.7035968204194","148.73331333609113","219.20604430859785"
"470000","4737","4737","4737","184.560495766306","138.85128700801982","215.47992703347995"
"480000","4838","4838","4838","193.9272313532738","161.8657520008655","219.41932396988767"
"490000","4939","4939","4939","192.2205301500229","158.15972742915014","217.46703033690784"
"500000","5040","5040","5040","190.5579665676289","155.98770403471275","218.35672833766145"
"510000","5141","5141","5141","193.8048549566191","155.85201693941485","219.77035040680207"
"520000","5242","5242","5242","186.81761349156338","148.5734831199885","217.94165949864666"
"530000","5343","5343","5343","187.56933174388618","148.62041204937105","217.047100268465"
"540000","5444","5444","5444","187.17710552871577","145.34204957656914","222.24616558322057"
"550000","5545","5545","5545","187.43883467960802","144.35298269811926","215.49984766425544"
"560000","5646","5646","5646","191.64931214008337","155.63010512995928","218.72871595183852"
"570000","5747","5747","5747","190.4426771431705","153.83911876836964","216.77273346119398"
"580000","5848","5848","5848","186.9956158426254","146.40555016654852","216.7293397153163"
"590000","5949","5949","5949","188.88482608709842","151.14602612097417","216.19787384798326"
"600000","6050","6050","6050","185.2020010050704","145.2015674718551","215.4872719722456"
"610000","6151","6151","6151","189.50113539749228","149.83158745718686","217.58204223886565"
"620000","6252","6252","6252","187.39556896905654","139.77123735812987","215.42334243331663"
"630000","6353","6353","6353","189.61442757274963","151.36729457548887","214.0197330963817"
"640000","6454","6454","6454","193.072824355584","156.04231798402216","217.39094890464017"
"650000","6555","6555","6555","187.46942862409148","145.2934057483086","219.00237918849433"
"660000","6656","6656","6656","194.34702274860504","164.23115612729035","217.553155800946"
"670000","6757","6757","6757","190.9664681226151","150.08015193095372","218.9107928512544"
"680000","6858","6858","6858","189.43972134490733","147.8536190747248","216.0982970845347"
"690000","6959","6959","6959","191.58688446728289","152.24442293688276","217.35217578393716"
"700000","7060","7060","7060","191.72429443684598","159.06361165332365","213.73354751902986"
"710000","7161","7161","7161","191.26033337138833","155.12926765093","215.40655340172466"
"720000","7262","7262","7262","191.58557077820947","154.49326459582915","217.20926981946022"
"730000","7363","7363","7363","189.0336732793232","147.54848818092253","217.77653843555865"
"740000","7464","7464","7464","190.82179389808232","153.7109205128912","217.5208506360984"
"750000","7565","7565","7565","191.86981089461344","155.33727707029587","216.7586919045072"
"760000","7666","7666","7666","190.07876598334917","152.29674725045317","217.1746027873491"
"770000","7767","7767","7767","194.19972382601964","161.9127907761411","218.8599495700921"
"780000","7868","7868","7868","193.48045994736904","157.60022403912387","220.88772280285318"
"790000","7969","7969","7969","191.15441882441704","153.88777760201913","216.84344899968568"
"800000","8070","8070","8070","191.02526352756385","150.7409206084651","220.046746133698"
"810000","8171","8171","8171","190.91421604682407","149.3258791213436","220.77304526773267"
"820000","8272","8272","8272","192.25518546572894","153.2905237315748","220.86586831459556"
"830000","8373","8373","8373","192.17393580242688","152.02222791656294","220.6808962398637"
"840000","8474","8474","8474","190.331351136498","147.6987407651102","218.55669242845278"
"850000","8575","8575","8575","192.30631903357627","153.46783863454232","218.45308099686181"
"860000","8676","8676","8676","189.2945040179292","149.52981991144046","217.67716444598912"
"870000","8777","8777","8777","188.77711689618445","144.0638729666575","215.93414336065928"
"880000","8878","8878","8878","189.69734627738774","149.83068927171576","221.09698360559298"
"890000","8979","8979","8979","191.4111170508911","152.05397682336127","219.82361617282328"
"900000","9080","9080","9080","188.02898907395488","144.8887501208727","220.17998736294442"
"910000","9181","9181","9181","191.7991116773711","149.53150687329673","223.40361088310303"
"920000","9282","9282","9282","192.03683454352753","150.03561728583895","221.8650703114983"
"930000","9383","9383","9383","191.7736807069283","153.15142470198177","217.7810016337155"
"940000","9484","9484","9484","191.6992055361305","151.0436365136701","220.68257176752599"
"950000","9585","9585","9585","191.05897536931798","152.686622138445","219.24429644269415"
"960000","9686","9686","9686","191.94624831479246","151.54651971473027","218.53052857317937"
"970000","9787","9787","9787","190.51115046085093","150.99079313039957","215.6682856028325"
"980000","9888","9888","9888","192.59066669413275","152.10415041720253","221.78212278722694"
"990000","9989","9989","9989","191.7633631060745","152.8340561744566","220.46001723735316"
"1000000","10090","10090","10090","193.89024399667184","162.55563923629606","216.7054678143716"
"1010000","10191","10191","10191","191.79964560774866","151.64917194358958","218.48807275835836"
"1020000","10292","10292","10292","190.28195582577436","152.51058953581114","215.1333237289568"
"1030000","10393","10393","10393","193.41863909729807","150.36541626882843","219.32071112336595"
"1040000","10494","10494","10494","192.1023376387251","149.06695365767598","218.1849314618921"
"1050000","10595","10595","10595","190.18340991454397","140.2179118303579","220.88036414906128"
"1060000","10696","10696","10696","183.04335674892266","119.51616699442613","222.81276634229545"
"1070000","10797","10797","10797","191.4734468520785","149.81776278082816","218.7987795194448"
"1080000","10898","10898","10898","192.77111002830512","147.4641330903711","223.8151028956746"
"1090000","10999","10999","10999","190.67636261990435","147.33641228173988","220.49857274889135"
"1100000","11100","11100","11100","188.36951806246725","142.9280241820682","216.84743941407544"
"1110000","11201","11201","11201","188.5907705366708","138.51534614986548","220.7124247234498"
"1120000","11302","11302","11302","193.47158225843273","151.04487039406547","220.6808988892855"
"1130000","11403","11403","11403","193.1098081068814","151.40623422346113","223.04599697760636"
"1140000","11504","11504","11504","193.0742258023871","150.82826141707707","223.4878481580463"
"1150000","11605","11605","11605","193.2371398643886","150.60015588884437","223.19567648784988"
"1160000","11706","11706","11706","193.70090134811196","149.87716241575495","225.3764512298169"
"1170000","11807","11807","11807","193.5585737508686","151.6476772117055","220.33599385183754"
"1180000","11908","11908","11908","195.5948125875436","151.82027234107113","223.62653963427982"
"1190000","12009","12009","12009","195.23161112596767","152.93151361077412","222.63848446717998"
"1200000","12110","12110","12110","194.2545731797537","146.4651057948128","223.2072404445338"
"1210000","12211","12211","12211","197.37550782093777","150.62033287463143","229.58957358545157"
"1220000","12312","12312","12312","199.8841189556123","151.57548958245326","231.65648970832768"
"1230000","12413","12413","12413","201.065015459943","155.49025971918988","230.6697330340699"
"1240000","12514","12514","12514","200.92115247135357","155.05832554363462","228.5132143055531"
"1250000","12615","12615","12615","198.68323758809018","152.65352032413955","225.4605001131407"
"1260000","12716","12716","12716","199.23442110418998","152.57087980479605","230.35805421364967"
"1270000","12817","12817","12817","199.1412308130745","155.30201741867964","228.97065497840555"
"1280000","12918","12918","12918","193.85690376899166","149.32044110762695","218.8826586735102"
"1290000","13019","13019","13019","195.03209077832753","153.45933991798267","219.93002430040386"
"1300000","13120","13120","13120","198.20244514775572","155.59140368934874","223.0639326528423"
"1310000","13221","13221","13221","199.2442020414394","152.80346530921673","226.86420127594863"
"1320000","13322","13322","13322","198.4183365682022","154.2369926171149","227.6824787462552"
"1330000","13423","13423","13423","197.28391425961073","154.9614646723994","222.4574942198461"
"1340000","13524","13524","13524","199.58473644737327","152.52552938835083","228.09240319883716"
"1350000","13625","13625","13625","197.14898085925344","153.10472135143067","225.46572112501377"
"1360000","13726","13726","13726","196.2873102376823","150.26435911230013","220.14296572709256"
"1370000","13827","13827","13827","197.90168488115964","152.64176311088798","223.22053946249073"
"1380000","13928","13928","13928","194.08054724028736","150.15465727918877","220.76573818279437"
"1390000","14029","14029","14029","198.175176529268","151.92312832491436","230.17798706961128"
"1400000","14130","14130","14130","194.71415573439404","152.46451019095895","218.32564360624437"
"1410000","14231","14231","14231","197.54710449150943","150.83535647527856","225.15943786570327"
"1420000","14332","14332","14332","200.69118118650678","162.53704340850905","223.3128913720696"
"1430000","14433","14433","14433","196.5088397675196","157.9346294778193","216.17636702686704"
"1440000","14534","14534","14534","197.7369307314103","149.649432573559","230.1913833544617"
"1450000","14635","14635","14635","196.30174704710257","149.69784553405023","220.9211458684801"
"1460000","14736","14736","14736","193.85972415774754","145.33005130936067","220.26175633741255"
"1470000","14837","14837","14837","196.51016600422304","152.19686558410967","222.7525197863618"
"1480000","14938","14938","14938","204.36854370998034","170.583936711018","224.74156646572123"
"1490000","15039","15039","15039","199.1268176385746","151.8521133317145","224.12284220087406"
"1500000","15140","15140","15140","203.05763993935224","165.87992218284305","224.65791341193096"
"1510000","15241","15241","15241","196.8781074785758","150.13184298571724","224.25954505546278"
"1520000","15342","15342","15342","194.59530236625156","146.9886490578634","224.25558498648093"
"1530000","15443","15443","15443","195.5659821392484","147.97804994345972","227.09361308507522"
"1540000","15544","15544","15544","198.31834333199927","151.57927092323015","229.28724738997028"
"1550000","15645","15645","15645","196.24850302361872","154.98924698829956","219.1646437900863"
"1560000","15746","15746","15746","195.7060859151039","154.78501527308984","218.0962130842139"
"1570000","15847","15847","15847","202.92569868805785","165.80348041767644","227.995930227509"
"1580000","15948","15948","15948","206.69557818598403","180.3238238313348","224.9711933139522"
"1590000","16049","16049","16049","198.13138287544248","153.77090991228357","227.22428146891517"
"1600000","16150","16150","16150","197.3376256744864","155.7460476867155","221.69235669352926"
"1610000","16251","16251","16251","200.9003467031764","170.1797094467629","217.98850960162184"
"1620000","16352","16352","16352","202.09522015973232","173.93905556280995","220.21068006794815"
"1630000","16453","16453","16453","207.76256933161005","170.79243230969038","232.3713414150725"
"1640000","16554","16554","16554","199.98821713144116","161.23704543711017","224.09426155012005"
"1650000","16655","16655","16655","199.05996925001807","153.51627659243715","225.77200285717532"
"1660000","16756","16756","16756","203.81630184607766","166.5914130815655","225.99004836734156"
"1670000","16857","16857","16857","205.04202839025962","169.75947431568449","224.08130697842162"
"1680000","16958","16958","16958","204.9175252013954","169.65048550113556","223.40557219684135"
"1690000","17059","17059","17059","205.43939090908725","163.84645142776557","228.174518736087"
"1700000","17160","17160","17160","197.52512612727594","149.20455187718682","222.50851976796156"
"1710000","17261","17261","17261","208.95770734485475","178.32217502747517","224.54926238253617"
"1720000","17362","17362","17362","200.65785425730155","148.13386788047146","228.2489495086033"
"1730000","17463","17463","17463","200.08969171994102","150.54337729163396","225.94939902917315"
"1740000","17564","17564","17564","203.38939386186271","158.5333572380253","229.039070189726"
"1750000","17665","17665","17665","205.8434563953615","163.47299863768063","229.67005476405038"
"1760000","17766","17766","17766","199.54112747758884","143.44485066131566","232.46596139576752"
"1770000","17867","17867","17867","199.5314138999821","148.86254952154687","225.67619143577994"
"1780000","17968","17968","17968","204.013694079272","158.3896124596633","227.19540497549676"
"1790000","18069","18069","18069","200.96812850799222","163.0774833827877","220.96478954043454"
"1800000","18170","18170","18170","206.50086285989892","167.64301069558934","228.73632734562244"
"1810000","18271","18271","18271","195.8908892048686","150.96780250943704","220.6695230547716"
"1820000","18372","18372","18372","206.75556503826252","169.8090697983327","227.48806906122843"
"1830000","18473","18473","18473","202.84404528221697","160.0766298842591","225.90702880495894"
"1840000","18574","18574","18574","204.1080434608698","161.9957671951376","227.0991842203369"
"1850000","18675","18675","18675","199.31575659423808","152.07649240996105","224.13229164199956"
"1860000","18776","18776","18776","201.81952187341798","162.01997962810506","222.50434674813715"
"1870000","18877","18877","18877","202.68657028019743","160.9291691771129","224.29940357974746"
"1880000","18978","18978","18978","199.44807623603387","152.068892442112","226.94547672071295"
"1890000","19079","19079","19079","196.77101379125645","148.99698057841923","224.4742339072394"
"1900000","19180","19180","19180","208.19512512851796","165.99617686521884","234.11549290518423"
"1910000","19281","19281","19281","208.25023905747344","164.69913272822086","234.0451078699269"
"1920000","19382","19382","19382","202.19103320904716","160.16809246311738","225.38391213004132"
"1930000","19483","19483","19483","204.24551593244612","165.21085701925145","226.37589848236448"
"1940000","19584","19584","19584","203.72556534576134","165.2362923394431","230.03122530692045"
"1950000","19685","19685","19685","204.22071451162523","156.5514549403545","232.1743654848634"
"1960000","19786","19786","19786","206.11402060633338","162.0070402878756","232.77138038088225"
"1970000","19887","19887","19887","204.35734644311927","157.35432279456515","228.0990946736416"
"1980000","19988","19988","19988","204.00855396394203","159.2940439091281","226.55246156584795"
"1990000","20089","20089","20089","205.44205278117465","156.9737730594619","232.56408460688155"
"2000000","20190","20190","20190","207.7428080289716","161.09843000283726","235.61067637616398"
"2010000","20291","20291","20291","205.8086444190632","150.30456161280065","242.15535816868498"
"2020000","20392","20392","20392","202.8403767646141","161.95094684220257","231.12208673867323"
"2030000","20493","20493","20493","198.33501776825165","148.96461814757208","229.33547522398018"
"2040000","20594","20594","20594","198.70303943809913","149.77029040348762","227.2958445831821"
"2050000","20695","20695","20695","199.466340685492","144.3234816116239","227.25400982153707"
"2060000","20796","20796","20796","208.51311340767623","160.72132784258062","237.30974510219866"
"2070000","20897","20897","20897","205.32523020364172","157.24179496753678","231.39733576029448"
"2080000","20998","20998","20998","203.4329920707919","158.3542626738777","227.4137963267272"
"2090000","21099","21099","21099","205.34410441663613","161.34989768872072","229.8184099341749"
"2100000","21200","21200","21200","201.77046910958765","150.96907845632168","229.9795090140934"
"2110000","21301","21301","21301","201.27324449109915","155.64064564759536","227.03968587774256"
"2120000","21402","21402","21402","202.93096892699205","159.254327595413","227.90018971685492"
"2130000","21503","21503","21503","205.18532800237116","161.61462162045015","230.46013719284815"
"2140000","21604","21604","21604","201.43993753533243","153.60940930208832","229.018283244179"
"2150000","21705","21705","21705","200.2565237650357","148.25527593292736","227.18893795912985"
"2160000","21806","21806","21806","203.3844746785165","153.59350810226033","229.88907055284616"
"2170000","21907","21907","21907","206.0993376387122","159.37835170388777","231.3073657021817"
"2180000","22008","22008","22008","203.83491001399136","164.60683968751155","226.31173994934477"
"2190000","22109","22109","22109","203.45561999323525","162.02821756813037","224.62997362696143"
"2200000","22210","22210","22210","206.74470366448978","166.46383469598783","227.72554279364283"
"2210000","22311","22311","22311","201.79322418358774","163.40954209405328","223.96604862107762"
"2220000","22412","22412","22412","186.3414578904276","160.66260346624296","222.8787154659984"
"2230000","22513","22513","22513","201.8474862594077","162.03469424707168","240.1129008999591"
"2240000","22614","22614","22614","203.68524006061298","160.6501713129605","232.15274580424753"
"2250000","22715","22715","22715","196.46566339167725","152.44497966569912","232.83303358934606"
"2260000","22816","22816","22816","196.12461136189495","151.9258364210529","234.60847428020645"
"2270000","22917","22917","22917","203.52900531146437","154.06691250868667","236.56402968774702"
"2280000","23018","23018","23018","203.47291895063196","156.72630833184093","227.06368517925262"
"2290000","23119","23119","23119","207.3911009933042","158.50689398591726","236.27974133975206"
"2300000","23220","23220","23220","201.30955482199965","147.94713750429864","230.71768107591146"
"2310000","23321","23321","23321","206.29143461433236","157.64891485235566","235.30608568790524"
"2320000","23422","23422","23422","203.01840172031243","153.45599617697042","230.51111193321893"
"2330000","23523","23523","23523","207.7296841687286","157.5668683753042","239.80149713562074"
"2340000","23624","23624","23624","205.50022621626053","154.0766963612498","235.86991893702034"
"2350000","23725","23725","23725","205.22233243595954","158.58327220634604","234.03461232011628"
"2360000","23826","23826","23826","205.11163963011055","161.71283524258232","231.69543948824668"
"2370000","23927","23927","23927","199.75549611233984","154.387459685635","222.92122536437594"
"2380000","24028","24028","24028","205.20368978487681","157.88079211162773","233.29536734210782"
"2390000","24129","24129","24129","201.3086436154761","153.25149023488567","228.7824688589274"
"2400000","24230","24230","24230","201.11808871942264","157.10103059441246","223.63222570801787"
"2410000","24331","24331","24331","204.95540557388532","163.7909895164331","225.88993635576887"
"2420000","24432","24432","24432","205.29962275110879","159.78529817658074","231.88775243361005"
"2430000","24533","24533","24533","203.534721200381","164.17339087250144","226.78510454650043"
"2440000","24634","24634","24634","198.80337904153836","154.42840576771042","227.44474247912777"
"2450000","24735","24735","24735","201.9221940556321","150.85850753554303","231.428442560974"
"2460000","24836","24836","24836","204.44091589924207","168.98888005560056","231.0492828855035"
"2470000","24937","24937","24937","202.45838404331957","160.40723539051655","230.69066219955894"
"2480000","25038","25038","25038","205.48762486887628","165.21908335900534","229.5671464556978"
"2490000","25139","25139","25139","204.50448504361245","159.32845144128092","229.82488775006703"
"2500000","25240","25240","25240","204.42870899844888","161.35800462787765","228.3939244375528"
"2510000","25341","25341","25341","203.14305630161252","151.8334655467831","230.71382314168233"
"2520000","25442","25442","25442","202.65613053379093","159.42922878550928","227.92790525934058"
"2530000","25543","25543","25543","204.8187470932097","158.09277342795022","233.97268148758965"
"2540000","25644","25644","25644","202.2572015918577","152.78303537491766","230.8057839770059"
"2550000","25745","25745","25745","203.84089877647565","157.89001577118307","232.47249656169316"
"2560000","25846","25846","25846","205.2938973058164","155.59555333769623","232.01253212994655"
"2570000","25947","25947","25947","209.58654923469444","162.98213603749159","236.37276735249478"
"2580000","26048","26048","26048","206.8502486021915","153.47604622832483","234.03259152869072"
"2590000","26149","26149","26149","207.19168000037084","159.40015755405992","231.2748586411064"
"2600000","26250","26250","26250","205.3223852670716","154.94029661089945","231.27581580492912"
"2610000","26351","26351","26351","205.67270320671796","162.2259799598487","231.08538354966655"
"2620000","26452","26452","26452","206.99341912207342","162.28821827487923","233.18938261007472"
"2630000","26553","26553","26553","204.75279510033351","160.30545139545154","228.6056747428139"
"2640000","26654","26654","26654","205.61953053487574","162.0203290487524","230.6016898115214"
"2650000","26755","26755","26755","203.8575607057007","161.1968981099377","226.44903950788176"
"2660000","26856","26856","26856","205.19529631463456","157.64831571165743","230.67510865024738"
"2670000","26957","26957","26957","205.85925572276923","159.70227607034727","231.5677124287527"
"2680000","27058","27058","27058","206.7475974463231","159.13098562098446","232.73206680542884"
"2690000","27159","27159","27159","207.7350017008549","158.89950953412188","233.9485837318759"
"2700000","27260","27260","27260","209.76046622689853","163.4755232446789","235.28463390907157"
"2710000","27361","27361","27361","206.11998781856036","160.68314566720335","232.0363141267045"
"2720000","27462","27462","27462","206.4594854566532","164.6385936654238","232.0959808557812"
"2730000","27563","27563","27563","206.72322972867926","164.24897308847613","230.2054503550003"
"2740000","27664","27664","27664","208.49152844792104","167.05780215065343","230.41126277480697"
"2750000","27765","27765","27765","208.74069047865214","161.9721788828464","236.15539861790032"
"2760000","27866","27866","27866","206.670027478656","159.8116431583072","232.3781550431946"
"2770000","27967","27967","27967","207.57471747206196","163.4891346138602","232.04700944040258"
"2780000","28068","28068","28068","207.08851423807928","161.15659027920051","231.0741787383836"
"2790000","28169","28169","28169","206.96046283011628","165.48165398334407","232.70624724117206"
"2800000","28270","28270","28270","208.5865667204611","164.50463528183988","230.92647022131726"
"2810000","28371","28371","28371","205.75946213665543","157.22834288549407","232.4796036916432"
"2820000","28472","28472","28472","206.0045499168788","160.7090938260257","232.05073301622798"
"2830000","28573","28573","28573","206.12187844278876","166.50826257453613","231.19467032595506"
"2840000","28674","28674","28674","205.2491896978896","159.40622274174703","230.8348295759254"
"2850000","28775","28775","28775","204.64665087708525","160.30204924747818","231.48286563457322"
"2860000","28876","28876","28876","205.41712421709","163.19912834507664","232.55187294687516"
"2870000","28977","28977","28977","204.71937490283324","161.83529734201144","231.99411498385365"
"2880000","29078","29078","29078","206.7149973316334","162.87907241619294","232.60936708447608"
"2890000","29179","29179","29179","202.3487007913145","161.61030154083127","223.8939804841435"
"2900000","29280","29280","29280","206.66373859691387","155.81538158110786","232.5543189667738"
"2910000","29381","29381","29381","208.28038015787615","160.12065031190167","232.39393651260954"
"2920000","29482","29482","29482","207.09079704997285","154.12821526055887","234.83060519803976"
"2930000","29583","29583","29583","209.71706953490002","161.0063969284135","234.35358017726253"
"2940000","29684","29684","29684","208.54921663346852","164.71180352707333","230.7173229138026"
"2950000","29785","29785","29785","208.3626099002488","162.8683630769583","231.34714433376092"
"2960000","29886","29886","29886","206.9925386546375","160.5505151920407","233.01107314627797"
"2970000","29987","29987","29987","206.2954780903577","158.60582846117865","233.85713444702495"
"2980000","30088","30088","30088","206.5094737377791","160.44386118411032","232.66349179534686"
"2990000","30189","30189","30189","208.33547222282462","167.95831576774114","232.87164277707365"
"3000000","30290","30290","30290","207.35905768903277","161.8606176770939","230.9610961567929"
"3010000","30391","30391","30391","207.36415803745638","164.08139954286162","232.21257377780327"
"3020000","30492","30492","30492","207.36563489253044","162.60102808142415","232.45712498431988"
"3030000","30593","30593","30593","206.3632380575983","157.50251838398526","232.06176026625855"
"3040000","30694","30694","30694","207.74293265968345","159.1751641579048","232.0925055651447"
"3050000","30795","30795","30795","206.19743341350193","156.91758230217192","233.20653504845538"
"3060000","30896","30896","30896","202.62296230287407","157.23918384642428","226.19804723166817"
"3070000","30997","30997","30997","206.6884769009043","159.48240536337278","230.60720135802188"
"3080000","31098","31098","31098","209.02633480378486","162.1433418112978","233.93058042086852"
"3090000","31199","31199","31199","207.34300480584582","155.65883379283434","235.52877760849282"
"3100000","31300","31300","31300","205.28503439191778","154.5548528686365","233.76503749329643"
"3110000","31401","31401","31401","203.124311166473","153.6558520651228","229.74775313098272"
"3120000","31502","31502","31502","205.8535384404524","154.07563247454394","234.0388212977094"
"3130000","31603","31603","31603","203.7724777465701","151.4712380872962","234.4863965677001"
"3140000","31704","31704","31704","203.16645097878813","154.6359433905062","231.28563167885488"
"3150000","31805","31805","31805","204.51342613213978","154.9050823280603","232.90075506479255"
"3160000","31906","31906","31906","203.47231202561557","154.06390852783142","229.53761301581753"
"3170000","32007","32007","32007","202.61984883156808","154.73326968599036","228.22896986963943"
"3180000","32108","32108","32108","206.398500359604","159.58659807990955","232.54555893344457"
"3190000","32209","32209","32209","208.3819250619545","167.14875494949993","234.74159195560745"
"3200000","32310","32310","32310","209.33071239932465","166.17280167580248","234.69981374956885"
"3210000","32411","32411","32411","207.35323222943978","164.64238895268855","233.08120919016554"
"3220000","32512","32512","32512","208.5540655940632","164.40598001231535","234.3876093400004"
"3230000","32613","32613","32613","210.86440729163337","164.6804627713912","234.7082747621424"
"3240000","32714","32714","32714","211.4080030277928","170.74160893952455","232.74215028105948"
"3250000","32815","32815","32815","206.08395038778409","165.56923026821482","227.78757559489517"
"3260000","32916","32916","32916","206.9111136214647","171.36432329124355","225.37754700560774"
"3270000","33017","33017","33017","200.56746230289605","158.3233470834936","223.9014990263131"
"3280000","33118","33118","33118","205.50092159297944","166.70019840158054","227.42729535178697"
"3290000","33219","33219","33219","207.87571625350233","158.96037197033974","235.89167118116194"
"3300000","33320","33320","33320","205.2904988125374","161.29326727884293","227.94282458216475"
"3310000","33421","33421","33421","205.6813319067669","161.05410552803463","228.23862045011748"
"3320000","33522","33522","33522","202.26991925816068","153.4521196324185","228.65074388218963"
"3330000","33623","33623","33623","203.00498223553288","157.93691451645233","226.8615338040397"
"3340000","33724","33724","33724","202.95501086793706","156.768205380408","229.08071533826453"
"3350000","33825","33825","33825","205.03347443156554","156.96706685172117","230.25828196525563"
"3360000","33926","33926","33926","204.75244570038106","157.39281924256002","230.105560020046"
"3370000","34027","34027","34027","204.92552053708263","154.81748811028564","232.83002979159963"
"3380000","34128","34128","34128","205.21266772981699","156.53447037241932","229.80220906743088"
"3390000","34229","34229","34229","206.3618131351052","159.07998572828419","231.83557129080262"
"3400000","34330","34330","34330","207.9792057093387","158.44165451166865","232.84524140633042"
"3410000","34431","34431","34431","206.36117737512635","159.68571559919886","230.4395898159533"
"3420000","34532","34532","34532","204.7482990132439","156.00695060909823","229.69777434377727"
"3430000","34633","34633","34633","204.15260971506436","155.18361849758247","230.3818955030388"
"3440000","34734","34734","34734","200.18456302973377","159.67614597564696","230.67172529452236"
"3450000","34835","34835","34835","201.3770754824542","159.6525052949119","232.2662294174921"
"3460000","34936","34936","34936","200.1562272634718","157.6628929808372","231.22575671306888"
"3470000","35037","35037","35037","202.60595666212103","159.29837095653164","230.62683964597935"
"3480000","35138","35138","35138","202.77206870088443","160.4827247470371","225.98758023400194"
"3490000","35239","35239","35239","203.15560742901573","157.34623560322052","229.8572476679618"
"3500000","35340","35340","35340","203.48291669747596","160.64000088397196","226.9063481172612"
"3510000","35441","35441","35441","203.76363758378398","158.50284545855226","228.92574424527044"
"3520000","35542","35542","35542","204.0404730924878","158.65112294662234","228.2607897913353"
"3530000","35643","35643","35643","205.22332151581097","158.8767789257246","228.93638431854328"
"3540000","35744","35744","35744","205.30245297517146","159.226334919011","229.42667040229372"
"3550000","35845","35845","35845","204.6721800872324","157.04389833172348","229.43082742751994"
"3560000","35946","35946","35946","204.08027985359362","152.8885166831763","231.94603503270255"
"3570000","36047","36047","36047","208.66503933397027","158.0430629042396","236.0830281067539"
