"Step","algo: CAPQL - eval/eum","algo: CAPQL - eval/eum__MIN","algo: CAPQL - eval/eum__MAX","algo: PGMORL - eval/eum","algo: PGMORL - eval/eum__MIN","algo: PGMORL - eval/eum__MAX"
"42814","211.0986706286601","175.8960793181775","233.27039841000715","","",""
"42915","211.95357759519595","174.47923617441435","232.5535350024154","","",""
"43016","212.00513070880797","172.13990209282647","233.37226806759602","","",""
"43117","213.74081060460188","177.79632851353588","232.338162121146","","",""
"43218","211.74167486168525","171.250489839068","232.9355791789723","","",""
"43319","210.58092494837936","168.81359462276131","232.32786391318993","","",""
"43420","210.99856356762788","174.0419368960725","233.12620374927675","","",""
"43521","210.5070560839467","172.96274214253987","231.16607541137128","","",""
"43622","212.82287226317112","173.636426911078","233.29457494040628","","",""
"43723","208.08377408954004","167.6183071202012","232.15856513406038","","",""
"43824","167.93367721770915","101.47423174302781","231.34432417793658","","",""
"43925","168.34307420993647","102.65621458243753","233.6324611770851","","",""
"44026","157.4730430274469","67.35356486105111","232.55818566652985","","",""
"44127","165.83834131965094","90.6061669975382","234.94238520954437","","",""
"44228","169.09587659037868","101.89962672348987","232.73022670608657","","",""
"44329","181.93884175408144","136.84103870808332","232.27344020684382","","",""
"44430","165.58828014077403","91.6486459553614","232.25317497914222","","",""
"44531","201.8197061435916","173.64022575175807","232.76644039458944","","",""
"44632","189.09121710753752","156.7908852966726","234.18861798029556","","",""
"44733","210.56438346896883","189.90577337675757","231.2229935611801","","",""
"44834","217.21671835997432","201.01919674948567","233.41423997046294","","",""
"44935","228.0439605472234","224.26481012366688","231.82311097077994","","",""
"45036","229.07888764913156","225.5484637355353","232.6093115627278","","",""
"45137","228.03004557642032","224.47908351247713","231.5810076403635","","",""
"45139","","","","83.68110273934013","83.68110273934013","83.68110273934013"
"45185","","","","74.11493119025627","74.11493119025627","74.11493119025627"
"45209","","","","79.55263353889143","79.55263353889143","79.55263353889143"
"45238","222.19439147410446","212.05798171156138","232.33080123664752","","",""
"45339","216.6501935365146","200.6765795973418","232.62380747568739","","",""
"45440","221.19934179045595","209.46444039381652","232.93424318709535","","",""
"45541","224.00360216739801","212.9534522834158","235.05375205138023","","",""
"45642","218.92424194998125","203.51371305157951","234.33477084838302","","",""
"45743","223.6560189587624","212.8011265538697","234.51091136365505","","",""
"45844","227.1086448752593","219.7526558762027","234.46463387431587","","",""
"45945","227.57366837531566","220.58574549635964","234.56159125427166","","",""
"46046","227.32862669553253","219.17412762476854","235.4831257662965","","",""
"46147","226.91915936303474","222.53758162891663","231.30073709715282","","",""
"46248","227.06850221809918","219.98763426627957","234.1493701699188","","",""
"46349","230.35411778137183","225.47489833509877","235.23333722764488","","",""
"46450","229.30249610247435","221.30639773634795","237.29859446860075","","",""
"46551","228.20865378588525","223.3760680020992","233.04123956967126","","",""
"46652","226.91761245880815","216.90164742217596","236.93357749544032","","",""
"46753","226.803576975611","220.9483026918923","232.65885125932974","","",""
"46854","226.3404659235571","218.92280219401584","233.75812965309836","","",""
"46955","225.76502100152163","219.600920426491","231.92912157655223","","",""
"47056","225.70040559474063","219.1730893545697","232.22772183491153","","",""
"47157","228.85425395109058","225.3276367299165","232.3808711722647","","",""
"47258","225.8696658015681","221.20846623124234","230.53086537189384","","",""
"47359","223.5883598601115","215.5369560035767","231.6397637166463","","",""
"47460","223.18167687581754","215.77337129123464","230.58998246040045","","",""
"47537","","","","79.55263353889143","79.55263353889143","79.55263353889143"
"47561","221.3126718719066","210.0505635926207","232.57478015119247","","",""
"47662","218.39667320437763","205.55452656944345","231.2388198393118","","",""
"47763","226.41190255694795","217.8024185805394","235.0213865333565","","",""
"47864","227.6508242556817","221.879211153709","233.42243735765442","","",""
"47965","226.51494169910808","219.9346471603217","233.09523623789443","","",""
"48066","221.66594828724774","212.00318693865063","231.32870963584486","","",""
"48167","229.93765097449204","226.2548769432204","233.62042500576368","","",""
"48193","","","","74.8474899332336","74.8474899332336","74.8474899332336"
"48268","226.04830581295272","221.45892114240047","230.637690483505","","",""
"48369","227.6236333620866","223.3598192587219","231.88744746545126","","",""
"48423","","","","84.02145378184788","84.02145378184788","84.02145378184788"
"48470","229.22622309407365","224.06794134302493","234.38450484512236","","",""
"48571","231.58744592335174","228.48706290950435","234.68782893719913","","",""
"48672","223.5797005318982","216.9402458411106","230.21915522268583","","",""
"48773","227.9245698164777","221.48013253709507","234.36900709586035","","",""
"48874","228.5005543528101","225.51010327757223","231.49100542804797","","",""
"48975","227.11918851823185","221.20008780898573","233.03828922747795","","",""
"49076","230.77740064524582","229.38347883890307","232.17132245158857","","",""
"49177","224.28105698116167","215.59135780809223","232.97075615423114","","",""
"49278","227.8380899075996","225.62070921333256","230.05547060186663","","",""
"49379","230.8942640083468","227.1997527807237","234.58877523596985","","",""
"49480","232.07662825221814","230.39694277011608","233.7563137343202","","",""
"49581","230.768879419473","225.86050166853164","235.67725717041435","","",""
"49682","228.45621201621063","224.95347492858247","231.9589491038388","","",""
"49783","229.69168866744354","228.64426209350205","230.739115241385","","",""
"49875","","","","81.38300174435263","81.38300174435263","81.38300174435263"
"49884","230.23277463411637","229.94522609345486","230.52032317477784","","",""
"49985","226.57218042982464","221.98317338808545","231.16118747156384","","",""
"50086","224.81822191734608","218.1805469394794","231.45589689521276","","",""
"50187","224.2292318133558","216.97507486302896","231.48338876368263","","",""
"50288","229.24950314102063","226.24336995218843","232.25563632985285","","",""
"50389","229.9045649606548","227.85000445009132","231.95912547121824","","",""
"50490","229.85723775397219","227.18990081373784","232.52457469420654","","",""
"51843","","","","74.8474899332336","74.8474899332336","74.8474899332336"
"52179","","","","82.59815266263519","82.59815266263519","82.59815266263519"
"52809","","","","88.1862528709508","88.1862528709508","88.1862528709508"
"54731","","","","83.33640776501078","83.33640776501078","83.33640776501078"
"56123","","","","75.67507094380753","75.67507094380753","75.67507094380753"
"56141","","","","120.31270625291224","120.31270625291224","120.31270625291224"
"57135","","","","83.33640776501078","83.33640776501078","83.33640776501078"
"58997","","","","136.98774576285442","136.98774576285442","136.98774576285442"
"59605","","","","83.4457251993637","83.4457251993637","83.4457251993637"
"59719","","","","75.90390835042314","75.90390835042314","75.90390835042314"
"61909","","","","138.47511876374554","138.47511876374554","138.47511876374554"
"62145","","","","83.92063916287732","83.92063916287732","83.92063916287732"
"64213","","","","75.90390835042314","75.90390835042314","75.90390835042314"
"64559","","","","129.70424250393972","129.70424250393972","129.70424250393972"
"64595","","","","138.63521451298183","138.63521451298183","138.63521451298183"
"67029","","","","129.70424250393972","129.70424250393972","129.70424250393972"
"67337","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"68605","","","","76.02130477594893","76.02130477594893","76.02130477594893"
"69361","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"70083","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"71715","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"72057","","","","76.28738796629627","76.28738796629627","76.28738796629627"
"72991","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"74031","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"75515","","","","77.53481591885902","77.53481591885902","77.53481591885902"
"75749","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"76307","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"78619","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"78679","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"78757","","","","77.53481591885902","77.53481591885902","77.53481591885902"
"81199","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"81373","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"82973","","","","79.7962075983823","79.7962075983823","79.7962075983823"
"84053","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"84391","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"86367","","","","86.14557633485906","86.14557633485906","86.14557633485906"
"87211","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"87589","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"89607","","","","91.44066391780174","91.44066391780174","91.44066391780174"
"90531","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"90641","","","","141.2340645251971","141.2340645251971","141.2340645251971"
"93221","","","","98.83436310459196","98.83436310459196","98.83436310459196"
"93533","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"94385","","","","141.65391275784089","141.65391275784089","141.65391275784089"
"96357","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"96825","","","","98.83436310459196","98.83436310459196","98.83436310459196"
"98101","","","","141.65391275784089","141.65391275784089","141.65391275784089"
"99241","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"100111","","","","98.83436310459196","98.83436310459196","98.83436310459196"
"101913","","","","141.65391275784089","141.65391275784089","141.65391275784089"
"102301","","","","145.5891480543392","145.5891480543392","145.5891480543392"
"102777","","","","98.83436310459196","98.83436310459196","98.83436310459196"
"105297","","","","145.75119296358463","145.75119296358463","145.75119296358463"
"105473","","","","98.83436310459196","98.83436310459196","98.83436310459196"
"105759","","","","141.65391275784089","141.65391275784089","141.65391275784089"
"108193","","","","98.83436310459196","98.83436310459196","98.83436310459196"
"108401","","","","145.75119296358463","145.75119296358463","145.75119296358463"
"109413","","","","141.65391275784089","141.65391275784089","141.65391275784089"
"110857","","","","99.56957007714112","99.56957007714112","99.56957007714112"
"111549","","","","145.75119296358463","145.75119296358463","145.75119296358463"
"113589","","","","108.00567987504887","108.00567987504887","108.00567987504887"
"114019","","","","141.65391275784089","141.65391275784089","141.65391275784089"
"114665","","","","145.75119296358463","145.75119296358463","145.75119296358463"
"116301","","","","121.69641370472925","121.69641370472925","121.69641370472925"
"117773","","","","145.75119296358463","145.75119296358463","145.75119296358463"
"118859","","","","137.62544275996441","137.62544275996441","137.62544275996441"
"120853","","","","145.79000510448856","145.79000510448856","145.79000510448856"
"121201","","","","140.12729850405552","140.12729850405552","140.12729850405552"
"123729","","","","140.12729850405552","140.12729850405552","140.12729850405552"
